CustomerID,Recency,Frequency,Monetary,Churn_Status,R_Score,F_Score,M_Score,RFM_Score,Segment
15603,78,2,88.48,Active,3,2,1,6,Others
15604,52,1,216.39,Active,3,1,1,5,Others
15605,36,9,1936.80,Active,3,4,3,10,"Loyal Customers"
15606,61,17,5230.99,Active,3,4,4,11,"Loyal Customers"
15607,336,9,1708.97,Churned,2,4,3,9,"At Risk"
15608,28,5,1785.98,Active,3,3,3,9,"Loyal Customers"
15609,184,1,298.48,Churned,2,1,1,4,Lost
15610,51,1,112.46,Active,3,1,1,5,Others
15611,9,26,2997.28,Active,4,4,4,12,Champions
15612,36,2,195.15,Active,3,2,1,6,Others
15613,610,1,433.72,Churned,1,1,2,4,Lost
15614,437,4,3147.36,Churned,1,3,4,8,"At Risk"
15615,10,47,21373.97,Active,4,4,4,12,Champions
15616,438,1,317.11,Churned,1,1,1,3,Lost
15617,396,3,828.55,Churned,1,2,2,5,Lost
15618,32,4,776.85,Active,3,3,2,8,"Loyal Customers"
15619,10,1,336.40,Active,4,1,1,6,"New Customers"
15620,56,4,1942.36,Active,3,3,3,9,"Loyal Customers"
15621,4,4,1293.03,Active,4,3,3,10,"Loyal Customers"
15622,43,17,7852.61,Active,3,4,4,11,"Loyal Customers"
15623,141,8,2437.05,Churned,2,4,4,10,"At Risk"
15624,116,4,588.13,Churned,2,3,2,7,"At Risk"
15625,103,9,3236.40,Churned,2,4,4,10,"At Risk"
15626,74,3,1067.52,Active,3,2,3,8,Others
15627,457,2,566.90,Churned,1,2,2,5,Lost
15628,4,17,5652.26,Active,4,4,4,12,Champions
15629,450,4,2240.90,Churned,1,3,3,7,"At Risk"
15630,45,3,1481.40,Active,3,2,3,8,Others
15631,642,1,596.67,Churned,1,1,2,4,Lost
15632,15,8,3285.31,Active,4,4,4,12,Champions
15633,509,13,4352.46,Churned,1,4,4,9,"At Risk"
15634,17,2,554.65,Active,4,2,2,8,"New Customers"
15635,395,1,100.35,Churned,1,1,1,3,Lost
15636,89,4,1444.58,Active,3,3,3,9,"Loyal Customers"
15637,52,5,797.59,Active,3,3,2,8,"Loyal Customers"
15638,378,6,2265.20,Churned,2,3,3,8,"At Risk"
15639,134,3,1065.08,Churned,2,2,3,7,Others
15640,4,29,23957.58,Active,4,4,4,12,Champions
15641,105,12,5345.55,Churned,2,4,4,10,"At Risk"
15642,729,1,105.78,Churned,1,1,1,3,Lost
15643,191,3,664.00,Churned,2,2,2,6,Lost
15644,166,4,813.00,Churned,2,3,2,7,"At Risk"
15645,18,3,1055.17,Active,4,2,3,9,"New Customers"
15646,157,5,974.61,Churned,2,3,3,8,"At Risk"
15647,415,1,169.00,Churned,1,1,1,3,Lost
15648,204,2,657.35,Churned,2,2,2,6,Lost
15649,336,4,2170.35,Churned,2,3,3,8,"At Risk"
15650,521,2,553.88,Churned,1,2,2,5,Lost
15651,36,5,1259.06,Active,3,3,3,9,"Loyal Customers"
15652,91,5,1420.34,Churned,3,3,3,9,"Loyal Customers"
15653,92,2,877.44,Churned,3,2,2,7,Others
15654,9,2,922.53,Active,4,2,3,9,"New Customers"
15655,243,1,560.67,Churned,2,1,2,5,Lost
15656,45,4,748.50,Active,3,3,2,8,"Loyal Customers"
15657,22,1,30.00,Active,4,1,1,6,"New Customers"
15658,190,8,2423.47,Churned,2,4,4,10,"At Risk"
15659,43,3,532.49,Active,3,2,2,7,Others
15660,25,15,2812.99,Active,4,4,4,12,Champions
15661,317,8,1215.95,Churned,2,4,3,9,"At Risk"
15662,661,2,283.73,Churned,1,2,1,4,Lost
15663,106,1,138.14,Churned,2,1,1,4,Lost
15664,50,4,1254.03,Active,3,3,3,9,"Loyal Customers"
15665,168,5,4015.12,Churned,2,3,4,9,"At Risk"
15666,472,2,632.94,Churned,1,2,2,5,Lost
15667,39,1,301.32,Active,3,1,1,5,Others
15668,217,1,76.32,Churned,2,1,1,4,Lost
15669,40,4,684.34,Active,3,3,2,8,"Loyal Customers"
15670,296,2,325.20,Churned,2,2,1,5,Lost
15671,18,7,2657.13,Active,4,4,4,12,Champions
15672,725,1,45.30,Churned,1,1,1,3,Lost
15673,88,9,6414.79,Active,3,4,4,11,"Loyal Customers"
15674,73,13,6948.23,Active,3,4,4,11,"Loyal Customers"
15675,81,4,542.04,Active,3,3,2,8,"Loyal Customers"
15676,18,3,3435.76,Active,4,2,4,10,"New Customers"
15677,49,3,1305.63,Active,3,2,3,8,Others
15678,52,3,1893.89,Active,3,2,3,8,Others
15679,24,4,781.28,Active,4,3,2,9,"Loyal Customers"
15680,9,10,4507.58,Active,4,4,4,12,Champions
15681,25,14,2989.70,Active,4,4,4,12,Champions
15682,599,2,318.24,Churned,1,2,1,4,Lost
15683,117,2,524.54,Churned,2,2,2,6,Lost
15684,547,3,173.95,Churned,1,2,1,4,Lost
15685,450,1,55.98,Churned,1,1,1,3,Lost
15686,420,1,90.00,Churned,1,1,1,3,Lost
15687,8,9,2993.10,Active,4,4,4,12,Champions
15688,418,1,190.57,Churned,1,1,1,3,Lost
15689,119,3,521.03,Churned,2,2,2,6,Lost
15690,4,2,239.76,Active,4,2,1,7,"New Customers"
15691,252,4,571.30,Churned,2,3,2,7,"At Risk"
15692,28,1,191.04,Active,3,1,1,5,Others
15693,659,1,37.50,Churned,1,1,1,3,Lost
15694,0,24,10810.81,Active,4,4,4,12,Champions
15695,266,4,1131.04,Churned,2,3,3,8,"At Risk"
15696,33,13,3906.57,Active,3,4,4,11,"Loyal Customers"
15697,689,1,246.75,Churned,1,1,1,3,Lost
15698,624,1,46.20,Churned,1,1,1,3,Lost
15699,17,1,309.65,Active,4,1,1,6,"New Customers"
15700,172,2,696.68,Churned,2,2,2,6,Lost
15701,2,4,1542.14,Active,4,3,3,10,"Loyal Customers"
15702,476,2,140.39,Churned,1,2,1,4,Lost
15703,264,1,211.50,Churned,2,1,1,4,Lost
15704,140,6,3817.96,Churned,2,3,4,9,"At Risk"
15705,201,1,143.10,Churned,2,1,1,4,Lost
15706,63,4,1060.56,Active,3,3,3,9,"Loyal Customers"
15707,35,4,945.58,Active,3,3,3,9,"Loyal Customers"
15708,40,9,4378.72,Active,3,4,4,11,"Loyal Customers"
15709,283,2,327.85,Churned,2,2,1,5,Lost
15710,417,1,898.87,Churned,1,1,2,4,Lost
15711,556,2,420.25,Churned,1,2,2,5,Lost
15712,9,12,3472.41,Active,4,4,4,12,Champions
15713,143,4,1010.79,Churned,2,3,3,8,"At Risk"
15714,11,5,784.81,Active,4,3,2,9,"Loyal Customers"
15715,555,5,658.02,Churned,1,3,2,6,"At Risk"
15716,145,11,3056.81,Churned,2,4,4,10,"At Risk"
15717,234,5,607.00,Churned,2,3,2,7,"At Risk"
15718,540,1,293.79,Churned,1,1,1,3,Lost
15719,32,31,10223.06,Active,3,4,4,11,"Loyal Customers"
15720,24,2,741.92,Active,4,2,2,8,"New Customers"
15721,11,1,507.08,Active,4,1,2,7,"New Customers"
15722,35,11,5258.10,Active,3,4,4,11,"Loyal Customers"
15723,364,4,947.65,Churned,2,3,3,8,"At Risk"
15724,201,3,310.85,Churned,2,2,1,5,Lost
15725,15,1,415.25,Active,4,1,2,7,"New Customers"
15726,390,1,321.91,Churned,1,1,1,3,Lost
15727,16,15,9445.51,Active,4,4,4,12,Champions
15728,379,2,544.60,Churned,2,2,2,6,Lost
15729,212,3,192.55,Churned,2,2,1,5,Lost
15730,65,5,1726.58,Active,3,3,3,9,"Loyal Customers"
15731,553,1,125.30,Churned,1,1,1,3,Lost
15732,212,10,1682.07,Churned,2,4,3,9,"At Risk"
15733,282,1,162.30,Churned,2,1,1,4,Lost
15734,114,4,2263.30,Churned,2,3,3,8,"At Risk"
15735,421,1,327.68,Churned,1,1,1,3,Lost
15736,435,2,1815.72,Churned,1,2,3,6,Others
15737,14,8,1205.12,Active,4,4,3,11,"Loyal Customers"
15738,18,41,13372.97,Active,4,4,4,12,Champions
15739,66,1,449.12,Active,3,1,2,6,Others
15740,49,1,154.88,Active,3,1,1,5,Others
15741,458,2,208.62,Churned,1,2,1,4,Lost
15742,619,1,156.87,Churned,1,1,1,3,Lost
15743,16,4,784.46,Active,4,3,2,9,"Loyal Customers"
15744,77,1,34.80,Active,3,1,1,5,Others
15745,19,4,1094.59,Active,4,3,3,10,"Loyal Customers"
15746,134,1,196.88,Churned,2,1,1,4,Lost
15747,12,9,2562.61,Active,4,4,4,12,Champions
15748,40,3,614.76,Active,3,2,2,7,Others
15749,235,3,44534.30,Churned,2,2,4,8,Others
15750,2,18,6797.19,Active,4,4,4,12,Champions
15751,460,11,1380.44,Churned,1,4,3,8,"At Risk"
15752,39,9,4207.54,Active,3,4,4,11,"Loyal Customers"
15753,304,1,79.20,Churned,2,1,1,4,Lost
15754,51,9,3037.61,Active,3,4,4,11,"Loyal Customers"
15755,10,17,5993.12,Active,4,4,4,12,Champions
15756,61,4,532.96,Active,3,3,2,8,"Loyal Customers"
15757,65,6,2940.36,Active,3,3,4,10,"Loyal Customers"
15758,24,1,205.25,Active,4,1,1,6,"New Customers"
15759,218,7,830.93,Churned,2,4,2,8,"At Risk"
15760,630,2,13916.34,Churned,1,2,4,7,Others
15761,442,1,143.05,Churned,1,1,1,3,Lost
15762,65,2,583.75,Active,3,2,2,7,Others
15763,31,2,1086.92,Active,3,2,3,8,Others
15764,88,8,4503.08,Active,3,4,4,11,"Loyal Customers"
15765,666,1,370.63,Churned,1,1,2,4,Lost
15766,64,3,831.06,Active,3,2,2,7,Others
15768,115,34,15601.09,Churned,2,4,4,10,"At Risk"
15769,7,46,88704.32,Active,4,4,4,12,Champions
15770,612,1,321.45,Churned,1,1,1,3,Lost
15771,604,3,1006.54,Churned,1,3,3,7,"At Risk"
15772,418,1,280.88,Churned,1,1,1,3,Lost
15773,5,2,774.52,Active,4,2,2,8,"New Customers"
15774,68,6,1329.94,Active,3,3,3,9,"Loyal Customers"
15775,245,2,150.50,Churned,2,2,1,5,Lost
15776,133,1,241.62,Churned,2,1,1,4,Lost
15777,241,7,1762.61,Churned,2,4,3,9,"At Risk"
15778,431,1,307.95,Churned,1,1,1,3,Lost
15779,463,2,124.08,Churned,1,2,1,4,Lost
15780,183,3,475.28,Churned,2,3,2,7,"At Risk"
15781,25,3,345.46,Active,4,3,1,8,"Loyal Customers"
15782,9,4,4014.10,Active,4,3,4,11,"Loyal Customers"
15783,10,1,246.30,Active,4,1,1,6,"New Customers"
15784,467,2,848.33,Churned,1,2,2,5,Lost
15785,32,16,5969.93,Active,3,4,4,11,"Loyal Customers"
15786,46,5,8514.82,Active,3,3,4,10,"Loyal Customers"
15787,26,3,948.05,Active,3,3,3,9,"Loyal Customers"
15788,508,1,221.83,Churned,1,1,1,3,Lost
15789,358,6,1962.01,Churned,2,3,3,8,"At Risk"
15790,10,1,220.85,Active,4,1,1,6,"New Customers"
15791,43,5,3608.34,Active,3,3,4,10,"Loyal Customers"
15792,399,2,933.84,Churned,1,2,3,6,Others
15793,14,8,2399.57,Active,4,4,4,12,Champions
15794,736,2,777.00,Churned,1,2,2,5,Lost
15795,149,8,1979.87,Churned,2,4,3,9,"At Risk"
15796,1,17,5175.83,Active,4,4,4,12,Champions
15797,113,6,2821.08,Churned,2,3,4,9,"At Risk"
15798,492,3,1535.37,Churned,1,3,3,7,"At Risk"
15799,75,4,1424.29,Active,3,3,3,9,"Loyal Customers"
15800,107,7,1242.58,Churned,2,4,3,9,"At Risk"
15801,46,3,1063.95,Active,3,3,3,9,"Loyal Customers"
15802,142,1,451.42,Churned,2,1,2,5,Lost
15803,51,4,1929.66,Active,3,3,3,9,"Loyal Customers"
15804,0,13,4206.39,Active,4,4,4,12,Champions
15805,23,30,10189.23,Active,4,4,4,12,Champions
15806,46,3,784.58,Active,3,3,2,8,"Loyal Customers"
15807,50,5,1817.52,Active,3,3,3,9,"Loyal Customers"
15808,306,21,18409.93,Churned,2,4,4,10,"At Risk"
15809,36,7,1274.44,Active,3,4,3,10,"Loyal Customers"
15810,78,8,2999.04,Active,3,4,4,11,"Loyal Customers"
15811,22,7,3890.52,Active,4,4,4,12,Champions
15812,107,12,5201.47,Churned,2,4,4,10,"At Risk"
15813,207,2,1303.91,Churned,2,2,3,7,Others
15814,16,6,2634.44,Active,4,3,4,11,"Loyal Customers"
15815,63,5,2100.60,Active,3,3,3,9,"Loyal Customers"
15816,542,2,144.15,Churned,1,2,1,4,Lost
15817,420,3,2766.40,Churned,1,3,4,8,"At Risk"
15818,588,1,340.50,Churned,1,1,1,3,Lost
15819,49,10,3934.79,Active,3,4,4,11,"Loyal Customers"
15820,319,1,206.98,Churned,2,1,1,4,Lost
15821,44,2,570.96,Active,3,2,2,7,Others
15822,3,6,1840.06,Active,4,3,3,10,"Loyal Customers"
15823,372,3,3897.17,Churned,2,3,4,9,"At Risk"
15824,453,2,890.94,Churned,1,2,2,5,Lost
15825,172,1,532.94,Churned,2,1,2,5,Lost
15826,56,4,2598.28,Active,3,3,4,10,"Loyal Customers"
15827,73,28,3794.07,Active,3,4,4,11,"Loyal Customers"
15828,375,1,1108.82,Churned,2,1,3,6,Others
15829,99,2,636.14,Churned,2,2,2,6,Lost
15830,37,1,576.00,Active,3,1,2,6,Others
15831,58,3,801.76,Active,3,3,2,8,"Loyal Customers"
15832,254,1,836.79,Churned,2,1,2,5,Lost
15833,737,1,80.40,Churned,1,1,1,3,Lost
15834,70,7,3772.99,Active,3,4,4,11,"Loyal Customers"
15835,44,4,954.09,Active,3,3,3,9,"Loyal Customers"
15836,50,1,137.37,Active,3,1,1,5,Others
15837,64,2,777.01,Active,3,2,2,7,Others
15838,11,34,74163.00,Active,4,4,4,12,Champions
15839,33,3,1048.49,Active,3,3,3,9,"Loyal Customers"
15840,58,2,355.56,Active,3,2,2,7,Others
15841,72,9,2742.41,Active,3,4,4,11,"Loyal Customers"
15842,393,2,548.80,Churned,1,2,2,5,Lost
15843,303,1,118.95,Churned,2,1,1,4,Lost
15844,46,1,130.74,Active,3,1,1,5,Others
15845,17,11,4426.28,Active,4,4,4,12,Champions
15846,385,1,107.01,Churned,1,1,1,3,Lost
15847,38,5,822.57,Active,3,3,2,8,"Loyal Customers"
15848,621,1,139.94,Churned,1,1,1,3,Lost
15850,19,6,1058.72,Active,4,3,3,10,"Loyal Customers"
15851,526,1,109.73,Churned,1,1,1,3,Lost
15852,186,3,257.26,Churned,2,3,1,6,"At Risk"
15853,51,1,110.80,Active,3,1,1,5,Others
15854,4,21,5583.81,Active,4,4,4,12,Champions
15855,136,6,1052.72,Churned,2,3,3,8,"At Risk"
15856,4,52,34220.34,Active,4,4,4,12,Champions
15857,18,2,570.48,Active,4,2,2,8,"New Customers"
15858,15,13,3960.37,Active,4,4,4,12,Champions
15859,432,1,438.46,Churned,1,1,2,4,Lost
15860,40,17,2505.21,Active,3,4,4,11,"Loyal Customers"
15861,12,12,4401.79,Active,4,4,4,12,Champions
15862,8,13,2928.29,Active,4,4,4,12,Champions
15863,25,5,358.70,Active,4,3,2,9,"Loyal Customers"
15864,22,7,2180.76,Active,4,4,3,11,"Loyal Customers"
15865,40,5,2248.92,Active,3,3,3,9,"Loyal Customers"
15866,101,1,230.53,Churned,2,1,1,4,Lost
15867,5,31,9063.95,Active,4,4,4,12,Champions
15868,583,1,94.53,Churned,1,1,1,3,Lost
15869,277,3,323.66,Churned,2,3,1,6,"At Risk"
15870,32,4,862.61,Active,3,3,2,8,"Loyal Customers"
15871,437,1,33.10,Churned,1,1,1,3,Lost
15872,14,4,795.68,Active,4,3,2,9,"Loyal Customers"
15873,499,4,313.92,Churned,1,3,1,5,"At Risk"
15874,63,21,11284.76,Active,3,4,4,11,"Loyal Customers"
15875,646,1,111.72,Churned,1,1,1,3,Lost
15876,409,2,1449.14,Churned,1,2,3,6,Others
15877,1,2,493.28,Active,4,2,2,8,"New Customers"
15878,561,2,330.77,Churned,1,2,1,4,Lost
15879,404,4,1157.30,Churned,1,3,3,7,"At Risk"
15880,369,1,686.56,Churned,2,1,2,5,Lost
15881,312,5,501.39,Churned,2,3,2,7,"At Risk"
15882,198,8,1495.98,Churned,2,4,3,9,"At Risk"
15883,2,2,396.48,Active,4,2,2,8,"New Customers"
15884,432,2,249.70,Churned,1,2,1,4,Lost
15885,92,15,1951.82,Churned,3,4,3,10,"Loyal Customers"
15886,60,4,1052.87,Active,3,3,3,9,"Loyal Customers"
15887,406,3,1027.15,Churned,1,3,3,7,"At Risk"
15888,80,3,429.16,Active,3,3,2,8,"Loyal Customers"
15889,156,8,1806.28,Churned,2,4,3,9,"At Risk"
15890,394,5,535.65,Churned,1,3,2,6,"At Risk"
15891,226,1,524.52,Churned,2,1,2,5,Lost
15892,669,1,128.20,Churned,1,1,1,3,Lost
15893,481,1,305.28,Churned,1,1,1,3,Lost
15894,253,2,420.29,Churned,2,2,2,6,Lost
15895,149,1,179.17,Churned,2,1,1,4,Lost
15897,194,2,222.05,Churned,2,2,1,5,Lost
15898,1,25,5596.31,Active,4,4,4,12,Champions
15899,368,1,112.50,Churned,2,1,1,4,Lost
15900,23,4,900.40,Active,4,3,3,10,"Loyal Customers"
15901,16,7,703.22,Active,4,4,2,10,"Loyal Customers"
15902,380,1,145.01,Churned,1,1,1,3,Lost
15903,9,12,8939.84,Active,4,4,4,12,Champions
15904,8,1,164.68,Active,4,1,1,6,"New Customers"
15905,543,1,114.69,Churned,1,1,1,3,Lost
15906,19,10,2555.64,Active,4,4,4,12,Champions
15907,3,3,967.45,Active,4,3,3,10,"Loyal Customers"
15908,490,2,764.57,Churned,1,2,2,5,Lost
15909,173,1,191.94,Churned,2,1,1,4,Lost
15910,0,15,2681.80,Active,4,4,4,12,Champions
15911,623,8,1702.34,Churned,1,4,3,8,"At Risk"
15912,178,9,1074.70,Churned,2,4,3,9,"At Risk"
15913,534,1,6.30,Churned,1,1,1,3,Lost
15914,378,2,205.99,Churned,2,2,1,5,Lost
15915,401,1,429.21,Churned,1,1,2,4,Lost
15916,16,13,3427.17,Active,4,4,4,12,Champions
15917,247,5,560.63,Churned,2,3,2,7,"At Risk"
15918,190,3,582.88,Churned,2,3,2,7,"At Risk"
15919,19,2,910.61,Active,4,2,3,9,"New Customers"
15920,154,9,571.64,Churned,2,4,2,8,"At Risk"
15921,172,4,802.11,Churned,2,3,2,7,"At Risk"
15922,373,1,739.00,Churned,2,1,2,5,Lost
15923,372,1,254.16,Churned,2,1,1,4,Lost
15924,731,1,102.82,Churned,1,1,1,3,Lost
15925,194,1,207.15,Churned,2,1,1,4,Lost
15926,542,1,134.44,Churned,1,1,1,3,Lost
15927,647,1,123.39,Churned,1,1,1,3,Lost
15928,656,1,293.53,Churned,1,1,1,3,Lost
15929,644,1,594.00,Churned,1,1,2,4,Lost
15930,67,1,426.63,Active,3,1,2,6,Others
15931,428,1,239.90,Churned,1,1,1,3,Lost
15932,4,8,2495.87,Active,4,4,4,12,Champions
15933,21,3,1107.46,Active,4,3,3,10,"Loyal Customers"
15934,417,2,2190.66,Churned,1,2,3,6,Others
15935,239,2,416.86,Churned,2,2,2,6,Lost
15936,379,2,282.79,Churned,2,2,1,5,Lost
15937,64,1,145.35,Active,3,1,1,5,Others
15938,112,9,734.81,Churned,2,4,2,8,"At Risk"
15939,89,16,9060.39,Active,3,4,4,11,"Loyal Customers"
15940,311,1,35.80,Churned,2,1,1,4,Lost
15941,637,1,405.00,Churned,1,1,2,4,Lost
15942,133,1,337.44,Churned,2,1,1,4,Lost
15943,649,2,271.29,Churned,1,2,1,4,Lost
15944,276,4,2164.24,Churned,2,3,3,8,"At Risk"
15945,365,4,827.27,Churned,2,3,2,7,"At Risk"
15946,502,3,2304.18,Churned,1,3,3,7,"At Risk"
15947,82,1,1708.24,Active,3,1,3,7,Others
15948,8,3,1509.09,Active,4,3,3,10,"Loyal Customers"
15949,16,2,364.72,Active,4,2,2,8,"New Customers"
15950,31,10,7180.71,Active,3,4,4,11,"Loyal Customers"
15951,8,3,1013.17,Active,4,3,3,10,"Loyal Customers"
15952,33,4,806.57,Active,3,3,2,8,"Loyal Customers"
15953,15,18,3669.55,Active,4,4,4,12,Champions
15954,589,1,190.75,Churned,1,1,1,3,Lost
15955,24,22,8658.36,Active,4,4,4,12,Champions
15956,551,2,617.60,Churned,1,2,2,5,Lost
15957,31,3,930.10,Active,3,3,3,9,"Loyal Customers"
15958,74,4,492.99,Active,3,3,2,8,"Loyal Customers"
15959,682,3,579.49,Churned,1,3,2,6,"At Risk"
15960,374,4,410.95,Churned,2,3,2,7,"At Risk"
15961,379,1,451.29,Churned,2,1,2,5,Lost
15962,449,1,295.83,Churned,1,1,1,3,Lost
15963,19,2,470.76,Active,4,2,2,8,"New Customers"
15964,663,1,272.96,Churned,1,1,1,3,Lost
15965,17,13,3013.09,Active,4,4,4,12,Champions
15966,450,1,426.53,Churned,1,1,2,4,Lost
15967,23,12,3041.60,Active,4,4,4,12,Champions
15968,388,1,418.05,Churned,1,1,2,4,Lost
15969,2,5,1127.05,Active,4,3,3,10,"Loyal Customers"
15970,303,2,1017.32,Churned,2,2,3,7,Others
15971,17,18,5902.83,Active,4,4,4,12,Champions
15972,456,5,1810.27,Churned,1,3,3,7,"At Risk"
15973,366,3,988.44,Churned,2,3,3,8,"At Risk"
15974,39,7,3442.15,Active,3,4,4,11,"Loyal Customers"
15975,84,1,371.01,Active,3,1,2,6,Others
15976,165,6,1746.64,Churned,2,3,3,8,"At Risk"
15977,17,2,1054.73,Active,4,2,3,9,"New Customers"
15978,77,3,3279.42,Active,3,3,4,10,"Loyal Customers"
15979,602,1,329.22,Churned,1,1,1,3,Lost
15980,88,7,6593.68,Active,3,4,4,11,"Loyal Customers"
15981,24,21,9362.77,Active,4,4,4,12,Champions
15982,605,1,324.51,Churned,1,1,1,3,Lost
15983,22,8,3958.82,Active,4,4,4,12,Champions
15984,2,30,8759.32,Active,4,4,4,12,Champions
15985,123,7,2715.28,Churned,2,4,4,10,"At Risk"
15986,30,2,354.42,Active,3,2,2,7,Others
15987,12,8,1682.13,Active,4,4,3,11,"Loyal Customers"
15988,19,3,770.09,Active,4,3,2,9,"Loyal Customers"
15989,375,2,372.51,Churned,2,2,2,6,Lost
15990,44,7,2010.05,Active,3,4,3,10,"Loyal Customers"
15991,534,1,150.55,Churned,1,1,1,3,Lost
15992,3,3,896.60,Active,4,3,2,9,"Loyal Customers"
15993,8,7,2797.57,Active,4,4,4,12,Champions
15994,54,3,1202.18,Active,3,3,3,9,"Loyal Customers"
15995,414,1,696.19,Churned,1,1,2,4,Lost
15996,88,7,1686.90,Active,3,4,3,10,"Loyal Customers"
15998,36,16,8308.34,Active,3,4,4,11,"Loyal Customers"
15999,735,1,20.40,Churned,1,1,1,3,Lost
16000,2,3,12393.70,Active,4,3,4,11,"Loyal Customers"
16001,381,1,583.39,Churned,1,1,2,4,Lost
16002,625,1,169.21,Churned,1,1,1,3,Lost
16003,29,10,5613.83,Active,3,4,4,11,"Loyal Customers"
16004,474,5,2146.39,Churned,1,3,3,7,"At Risk"
16005,12,10,2436.22,Active,4,4,4,12,Champions
16006,211,2,347.17,Churned,2,2,1,5,Lost
16007,47,7,3075.14,Active,3,4,4,11,"Loyal Customers"
16008,23,15,5384.13,Active,4,4,4,12,Champions
16009,22,4,992.71,Active,4,3,3,10,"Loyal Customers"
16010,245,11,1724.06,Churned,2,4,3,9,"At Risk"
16011,8,29,5880.46,Active,4,4,4,12,Champions
16012,35,5,2989.79,Active,3,3,4,10,"Loyal Customers"
16013,3,84,57446.44,Active,4,4,4,12,Champions
16014,37,5,1130.27,Active,3,3,3,9,"Loyal Customers"
16015,3,3,705.39,Active,4,3,2,9,"Loyal Customers"
16016,3,11,2533.94,Active,4,4,4,12,Champions
16017,47,5,1553.83,Active,3,3,3,9,"Loyal Customers"
16018,39,4,698.13,Active,3,3,2,8,"Loyal Customers"
16019,46,27,17465.85,Active,3,4,4,11,"Loyal Customers"
16020,16,3,851.01,Active,4,3,2,9,"Loyal Customers"
16021,395,2,532.25,Churned,1,2,2,5,Lost
16022,260,1,628.28,Churned,2,1,2,5,Lost
16023,46,3,719.81,Active,3,3,2,8,"Loyal Customers"
16024,12,3,484.20,Active,4,3,2,9,"Loyal Customers"
16025,29,1,439.66,Active,3,1,2,6,Others
16026,43,1,236.09,Active,3,1,1,5,Others
16027,91,15,2048.36,Churned,3,4,3,10,"Loyal Customers"
16028,595,1,82.20,Churned,1,1,1,3,Lost
16029,38,107,122209.14,Active,3,4,4,11,"Loyal Customers"
16030,309,1,331.24,Churned,2,1,1,4,Lost
16031,92,2,548.94,Churned,3,2,2,7,Others
16032,456,6,1970.45,Churned,1,3,3,7,"At Risk"
16033,5,27,10836.13,Active,4,4,4,12,Champions
16034,196,6,928.72,Churned,2,3,3,8,"At Risk"
16035,560,1,217.73,Churned,1,1,1,3,Lost
16036,87,4,2556.84,Active,3,3,4,10,"Loyal Customers"
16037,269,5,1509.34,Churned,2,3,3,8,"At Risk"
16038,7,3,471.78,Active,4,3,2,9,"Loyal Customers"
16039,423,2,456.40,Churned,1,2,2,5,Lost
16040,65,7,2416.90,Active,3,4,4,11,"Loyal Customers"
16041,30,3,3166.40,Active,3,3,4,10,"Loyal Customers"
16042,22,8,2265.12,Active,4,4,3,11,"Loyal Customers"
16043,37,8,1856.59,Active,3,4,3,10,"Loyal Customers"
16044,435,1,340.84,Churned,1,1,1,3,Lost
16045,119,8,3434.93,Churned,2,4,4,10,"At Risk"
16046,562,1,235.78,Churned,1,1,1,3,Lost
16047,682,1,107.14,Churned,1,1,1,3,Lost
16048,373,4,1075.23,Churned,2,3,3,8,"At Risk"
16049,40,6,1899.68,Active,3,3,3,9,"Loyal Customers"
16050,173,3,300.70,Churned,2,3,1,6,"At Risk"
16051,681,1,188.44,Churned,1,1,1,3,Lost
16052,54,1,362.06,Active,3,1,2,6,Others
16053,32,6,3634.84,Active,3,3,4,10,"Loyal Customers"
16054,145,4,2111.88,Churned,2,3,3,8,"At Risk"
16055,220,1,134.80,Churned,2,1,1,4,Lost
16056,45,1,664.85,Active,3,1,2,6,Others
16057,16,10,3854.85,Active,4,4,4,12,Champions
16058,406,1,62.70,Churned,1,1,1,3,Lost
16059,65,12,3217.77,Active,3,4,4,11,"Loyal Customers"
16060,400,3,541.95,Churned,1,3,2,6,"At Risk"
16061,431,1,89.65,Churned,1,1,1,3,Lost
16062,9,8,2863.45,Active,4,4,4,12,Champions
16063,260,1,335.32,Churned,2,1,1,4,Lost
16064,725,1,111.00,Churned,1,1,1,3,Lost
16065,365,8,2382.62,Churned,2,4,4,10,"At Risk"
16066,16,5,1521.87,Active,4,3,3,10,"Loyal Customers"
16067,562,3,3395.29,Churned,1,3,4,8,"At Risk"
16068,593,1,122.93,Churned,1,1,1,3,Lost
16069,417,1,457.70,Churned,1,1,2,4,Lost
16070,22,2,852.15,Active,4,2,2,8,"New Customers"
16071,44,4,1076.80,Active,3,3,3,9,"Loyal Customers"
16072,288,4,4328.89,Churned,2,3,4,9,"At Risk"
16073,297,1,122.40,Churned,2,1,1,4,Lost
16074,390,1,265.25,Churned,1,1,1,3,Lost
16075,502,2,736.93,Churned,1,2,2,5,Lost
16076,3,10,2234.73,Active,4,4,3,11,"Loyal Customers"
16077,625,1,2300.40,Churned,1,1,3,5,Others
16078,283,2,362.99,Churned,2,2,2,6,Lost
16079,16,3,1352.00,Active,4,3,3,10,"Loyal Customers"
16080,81,4,602.56,Active,3,3,2,8,"Loyal Customers"
16081,56,8,4460.18,Active,3,4,4,11,"Loyal Customers"
16082,670,1,106.75,Churned,1,1,1,3,Lost
16083,100,4,2351.42,Churned,2,3,4,9,"At Risk"
16084,299,1,436.18,Churned,2,1,2,5,Lost
16085,23,12,2343.53,Active,4,4,4,12,Champions
